BHK,SFT,CITY,CONSTRUCTION TYPE,FURNITURE TYPE,PRICE
2,1219,VIJ,FLAT,NO," 65,82,600.00 "
2,1030,HYD,FLAT,NO," 61,80,000.00 "
2,1017,HYD,FLAT,FULLY," 61,22,340.00 "
2,1091,GNT,INDP,PARTIAL," 54,65,910.00 "
2,1168,GNT,INDP,NO," 58,40,000.00 "
2,1079,KKD,FLAT,NO," 48,55,500.00 "
2,1187,HYD,FLAT,NO," 71,22,000.00 "
2,1292,GNT,INDP,FULLY," 64,85,840.00 "
2,1295,GNT,INDP,PARTIAL," 64,87,950.00 "
2,1210,KKD,FLAT,NO," 54,45,000.00 "
2,1218,HYD,FLAT,NO," 73,08,000.00 "
2,1279,TPT,FLAT,FULLY," 71,87,980.00 "
2,1161,GNT,INDP,PARTIAL," 58,16,610.00 "
2,1184,TPT,INDP,NO," 66,30,400.00 "
2,1037,HYD,FLAT,NO," 62,22,000.00 "
2,1294,HYD,FLAT,NO," 77,64,000.00 "
2,1087,GNT,INDP,FULLY," 54,56,740.00 "
2,1135,GNT,INDP,PARTIAL," 56,86,350.00 "
2,1185,VIJ,FLAT,NO," 63,99,000.00 "
2,1097,HYD,FLAT,NO," 65,82,000.00 "
2,1242,HYD,FLAT,FULLY," 74,76,840.00 "
2,1154,GNT,INDP,PARTIAL," 57,81,540.00 "
2,1046,GNT,INDP,NO," 52,30,000.00 "
2,1203,KKD,FLAT,NO," 54,13,500.00 "
2,1232,HYD,FLAT,NO," 73,92,000.00 "
2,1237,GNT,INDP,FULLY," 62,09,740.00 "
2,1281,GNT,INDP,PARTIAL," 64,17,810.00 "
2,1165,KKD,FLAT,NO," 52,42,500.00 "
2,1025,HYD,FLAT,NO," 61,50,000.00 "
2,1104,TPT,FLAT,FULLY," 62,04,480.00 "
2,1277,GNT,INDP,PARTIAL," 63,97,770.00 "
2,1153,TPT,INDP,NO," 64,56,800.00 "
2,1092,HYD,FLAT,NO," 65,52,000.00 "
2,1153,HYD,FLAT,NO," 69,18,000.00 "
2,1288,GNT,INDP,FULLY," 64,65,760.00 "
2,1268,GNT,INDP,PARTIAL," 63,52,680.00 "
2,1161,VIJ,FLAT,NO," 62,69,400.00 "
2,1176,HYD,FLAT,NO," 70,56,000.00 "
2,1038,HYD,FLAT,FULLY," 62,48,760.00 "
2,1239,GNT,INDP,PARTIAL," 62,07,390.00 "
2,1001,GNT,INDP,NO," 50,05,000.00 "
2,1172,KKD,FLAT,NO," 52,74,000.00 "
2,1292,HYD,FLAT,NO," 77,52,000.00 "
2,1232,GNT,INDP,FULLY," 61,84,640.00 "
2,1251,GNT,INDP,PARTIAL," 62,67,510.00 "
2,1269,KKD,FLAT,NO," 57,10,500.00 "
2,1095,HYD,FLAT,NO," 65,70,000.00 "
2,1012,TPT,FLAT,FULLY," 56,87,440.00 "
2,1177,GNT,INDP,PARTIAL," 58,96,770.00 "
2,1033,TPT,INDP,NO," 57,84,800.00 "
2,1132,HYD,FLAT,NO," 67,92,000.00 "
2,1232,HYD,FLAT,NO," 73,92,000.00 "
2,1006,GNT,INDP,FULLY," 50,50,120.00 "
2,1061,GNT,INDP,PARTIAL," 53,15,610.00 "
2,1282,VIJ,FLAT,NO," 69,22,800.00 "
2,1206,HYD,FLAT,NO," 72,36,000.00 "
2,1296,HYD,FLAT,FULLY," 78,01,920.00 "
2,1020,GNT,INDP,PARTIAL," 51,10,200.00 "
2,1034,GNT,INDP,NO," 51,70,000.00 "
2,1218,KKD,FLAT,NO," 54,81,000.00 "
2,1203,HYD,FLAT,NO," 72,18,000.00 "
2,1193,GNT,INDP,FULLY," 59,88,860.00 "
2,1167,GNT,INDP,PARTIAL," 58,46,670.00 "
2,1208,KKD,FLAT,NO," 54,36,000.00 "
2,1256,HYD,FLAT,NO," 75,36,000.00 "
2,1281,TPT,FLAT,FULLY," 71,99,220.00 "
2,1097,GNT,INDP,PARTIAL," 54,95,970.00 "
2,1175,TPT,INDP,NO," 65,80,000.00 "
2,1152,HYD,FLAT,NO," 69,12,000.00 "
2,1098,HYD,FLAT,NO," 65,88,000.00 "
2,1230,GNT,INDP,FULLY," 61,74,600.00 "
2,1186,GNT,INDP,PARTIAL," 59,41,860.00 "
2,1248,VIJ,FLAT,NO," 67,39,200.00 "
2,1193,HYD,FLAT,NO," 71,58,000.00 "
2,1274,HYD,FLAT,FULLY," 76,69,480.00 "
2,1193,GNT,INDP,PARTIAL," 59,76,930.00 "
2,1259,GNT,INDP,NO," 62,95,000.00 "
2,1174,KKD,FLAT,NO," 52,83,000.00 "
2,1199,HYD,FLAT,NO," 71,94,000.00 "
2,1239,GNT,INDP,FULLY," 62,19,780.00 "
2,1215,GNT,INDP,PARTIAL," 60,87,150.00 "
2,1157,KKD,FLAT,NO," 52,06,500.00 "
2,1204,HYD,FLAT,NO," 72,24,000.00 "
2,1177,TPT,FLAT,FULLY," 66,14,740.00 "
2,1020,GNT,INDP,PARTIAL," 51,10,200.00 "
2,1181,TPT,INDP,NO," 66,13,600.00 "
2,1274,HYD,FLAT,NO," 76,44,000.00 "
2,1224,HYD,FLAT,NO," 73,44,000.00 "
2,1045,GNT,INDP,FULLY," 52,45,900.00 "
2,1099,GNT,INDP,PARTIAL," 55,05,990.00 "
2,1288,VIJ,FLAT,NO," 69,55,200.00 "
2,1284,HYD,FLAT,NO," 77,04,000.00 "
2,1085,HYD,FLAT,FULLY," 65,31,700.00 "
2,1177,GNT,INDP,PARTIAL," 58,96,770.00 "
2,1196,GNT,INDP,NO," 59,80,000.00 "
2,1047,KKD,FLAT,NO," 47,11,500.00 "
2,1295,HYD,FLAT,NO," 77,70,000.00 "
2,1020,GNT,INDP,FULLY," 51,20,400.00 "
2,1060,GNT,INDP,PARTIAL," 53,10,600.00 "
2,1181,KKD,FLAT,NO," 53,14,500.00 "
2,1071,HYD,FLAT,NO," 64,26,000.00 "
2,1209,TPT,FLAT,FULLY," 67,94,580.00 "
2,1203,GNT,INDP,PARTIAL," 60,27,030.00 "
2,1240,TPT,INDP,NO," 69,44,000.00 "
2,1048,HYD,FLAT,NO," 62,88,000.00 "
2,1185,HYD,FLAT,NO," 71,10,000.00 "
2,1143,GNT,INDP,FULLY," 57,37,860.00 "
2,1090,GNT,INDP,PARTIAL," 54,60,900.00 "
2,1286,VIJ,FLAT,NO," 69,44,400.00 "
2,1077,HYD,FLAT,NO," 64,62,000.00 "
2,1154,HYD,FLAT,FULLY," 69,47,080.00 "
2,1225,GNT,INDP,PARTIAL," 61,37,250.00 "
2,1035,GNT,INDP,NO," 51,75,000.00 "
2,1276,KKD,FLAT,NO," 57,42,000.00 "
2,1203,HYD,FLAT,NO," 72,18,000.00 "
2,1060,GNT,INDP,FULLY," 53,21,200.00 "
2,1260,GNT,INDP,PARTIAL," 63,12,600.00 "
2,1198,KKD,FLAT,NO," 53,91,000.00 "
2,1205,HYD,FLAT,NO," 72,30,000.00 "
2,1049,TPT,FLAT,FULLY," 58,95,380.00 "
2,1180,GNT,INDP,PARTIAL," 59,11,800.00 "
2,1137,TPT,INDP,NO," 63,67,200.00 "
2,1144,HYD,FLAT,NO," 68,64,000.00 "
2,1275,HYD,FLAT,NO," 76,50,000.00 "
2,1273,GNT,INDP,FULLY," 63,90,460.00 "
2,1010,GNT,INDP,PARTIAL," 50,60,100.00 "
2,1122,VIJ,FLAT,NO," 60,58,800.00 "
2,1250,HYD,FLAT,NO," 75,00,000.00 "
2,1237,HYD,FLAT,FULLY," 74,46,740.00 "
2,1230,GNT,INDP,PARTIAL," 61,62,300.00 "
2,1013,GNT,INDP,NO," 50,65,000.00 "
2,1110,KKD,FLAT,NO," 49,95,000.00 "
2,1125,HYD,FLAT,NO," 67,50,000.00 "
2,1202,GNT,INDP,FULLY," 60,34,040.00 "
2,1143,GNT,INDP,PARTIAL," 57,26,430.00 "
2,1083,KKD,FLAT,NO," 48,73,500.00 "
2,1278,HYD,FLAT,NO," 76,68,000.00 "
2,1209,TPT,FLAT,FULLY," 67,94,580.00 "
2,1142,GNT,INDP,PARTIAL," 57,21,420.00 "
2,1068,TPT,INDP,NO," 59,80,800.00 "
2,1147,HYD,FLAT,NO," 68,82,000.00 "
2,1013,HYD,FLAT,NO," 60,78,000.00 "
2,1022,GNT,INDP,FULLY," 51,30,440.00 "
2,1229,GNT,INDP,PARTIAL," 61,57,290.00 "
2,1123,VIJ,FLAT,NO," 60,64,200.00 "
2,1072,HYD,FLAT,NO," 64,32,000.00 "
2,1275,HYD,FLAT,FULLY," 76,75,500.00 "
2,1057,GNT,INDP,PARTIAL," 52,95,570.00 "
2,1237,GNT,INDP,NO," 61,85,000.00 "
2,1054,KKD,FLAT,NO," 47,43,000.00 "
2,1125,HYD,FLAT,NO," 67,50,000.00 "
2,1048,GNT,INDP,FULLY," 52,60,960.00 "
2,1106,GNT,INDP,PARTIAL," 55,41,060.00 "
2,1129,KKD,FLAT,NO," 50,80,500.00 "
2,1096,HYD,FLAT,NO," 65,76,000.00 "
2,1214,TPT,FLAT,FULLY," 68,22,680.00 "
2,1096,GNT,INDP,PARTIAL," 54,90,960.00 "
2,1188,TPT,INDP,NO," 66,52,800.00 "
2,1101,HYD,FLAT,NO," 66,06,000.00 "
2,1162,HYD,FLAT,NO," 69,72,000.00 "
2,1285,GNT,INDP,FULLY," 64,50,700.00 "
2,1066,GNT,INDP,PARTIAL," 53,40,660.00 "
2,1274,VIJ,FLAT,NO," 68,79,600.00 "
2,1086,HYD,FLAT,NO," 65,16,000.00 "
2,1027,HYD,FLAT,FULLY," 61,82,540.00 "
2,1248,GNT,INDP,PARTIAL," 62,52,480.00 "
2,1154,GNT,INDP,NO," 57,70,000.00 "
2,1240,KKD,FLAT,NO," 55,80,000.00 "
2,1032,HYD,FLAT,NO," 61,92,000.00 "
2,1162,GNT,INDP,FULLY," 58,33,240.00 "
2,1100,GNT,INDP,PARTIAL," 55,11,000.00 "
2,1267,KKD,FLAT,NO," 57,01,500.00 "
2,1093,HYD,FLAT,NO," 65,58,000.00 "
2,1033,TPT,FLAT,FULLY," 58,05,460.00 "
2,1078,GNT,INDP,PARTIAL," 54,00,780.00 "
2,1037,TPT,INDP,NO," 58,07,200.00 "
2,1005,HYD,FLAT,NO," 60,30,000.00 "
2,1102,HYD,FLAT,NO," 66,12,000.00 "
2,1120,GNT,INDP,FULLY," 56,22,400.00 "
2,1023,GNT,INDP,PARTIAL," 51,25,230.00 "
2,1255,VIJ,FLAT,NO," 67,77,000.00 "
2,1237,HYD,FLAT,NO," 74,22,000.00 "
2,1289,HYD,FLAT,FULLY," 77,59,780.00 "
2,1006,GNT,INDP,PARTIAL," 50,40,060.00 "
2,1294,GNT,INDP,NO," 64,70,000.00 "
2,1129,KKD,FLAT,NO," 50,80,500.00 "
2,1145,HYD,FLAT,NO," 68,70,000.00 "
2,1047,GNT,INDP,FULLY," 52,55,940.00 "
2,1150,GNT,INDP,PARTIAL," 57,61,500.00 "
2,1269,KKD,FLAT,NO," 57,10,500.00 "
2,1086,HYD,FLAT,NO," 65,16,000.00 "
2,1207,TPT,FLAT,FULLY," 67,83,340.00 "
2,1239,GNT,INDP,PARTIAL," 62,07,390.00 "
2,1128,TPT,INDP,NO," 63,16,800.00 "
2,1201,HYD,FLAT,NO," 72,06,000.00 "
2,1066,HYD,FLAT,NO," 63,96,000.00 "
2,1060,GNT,INDP,FULLY," 53,21,200.00 "
2,1182,GNT,INDP,PARTIAL," 59,21,820.00 "
2,1175,VIJ,FLAT,NO," 63,45,000.00 "
2,1083,HYD,FLAT,NO," 64,98,000.00 "
2,1087,HYD,FLAT,FULLY," 65,43,740.00 "
2,1193,GNT,INDP,PARTIAL," 59,76,930.00 "
2,1145,GNT,INDP,NO," 57,25,000.00 "
2,1186,KKD,FLAT,NO," 53,37,000.00 "
2,1145,HYD,FLAT,NO," 68,70,000.00 "
2,1269,GNT,INDP,FULLY," 63,70,380.00 "
2,1139,GNT,INDP,PARTIAL," 57,06,390.00 "
2,1018,KKD,FLAT,NO," 45,81,000.00 "
2,1038,HYD,FLAT,NO," 62,28,000.00 "
2,1039,TPT,FLAT,FULLY," 58,39,180.00 "
2,1165,GNT,INDP,PARTIAL," 58,36,650.00 "
2,1063,TPT,INDP,NO," 59,52,800.00 "
2,1026,HYD,FLAT,NO," 61,56,000.00 "
2,1251,HYD,FLAT,NO," 75,06,000.00 "
2,1121,GNT,INDP,FULLY," 56,27,420.00 "
2,1130,GNT,INDP,PARTIAL," 56,61,300.00 "
2,1296,VIJ,FLAT,NO," 69,98,400.00 "
2,1051,HYD,FLAT,NO," 63,06,000.00 "
2,1204,HYD,FLAT,FULLY," 72,48,080.00 "
2,1258,GNT,INDP,PARTIAL," 63,02,580.00 "
2,1241,GNT,INDP,NO," 62,05,000.00 "
2,1061,KKD,FLAT,NO," 47,74,500.00 "
2,1112,HYD,FLAT,NO," 66,72,000.00 "
2,1200,GNT,INDP,FULLY," 60,24,000.00 "
2,1168,GNT,INDP,PARTIAL," 58,51,680.00 "
2,1292,KKD,FLAT,NO," 58,14,000.00 "
2,1039,HYD,FLAT,NO," 62,34,000.00 "
2,1111,TPT,FLAT,FULLY," 62,43,820.00 "
2,1128,GNT,INDP,PARTIAL," 56,51,280.00 "
2,1091,TPT,INDP,NO," 61,09,600.00 "
2,1054,HYD,FLAT,NO," 63,24,000.00 "
2,1092,HYD,FLAT,NO," 65,52,000.00 "
2,1042,GNT,INDP,FULLY," 52,30,840.00 "
2,1107,GNT,INDP,PARTIAL," 55,46,070.00 "
2,1046,VIJ,FLAT,NO," 56,48,400.00 "
2,1109,HYD,FLAT,NO," 66,54,000.00 "
2,1129,HYD,FLAT,FULLY," 67,96,580.00 "
2,1126,GNT,INDP,PARTIAL," 56,41,260.00 "
2,1111,GNT,INDP,NO," 55,55,000.00 "
2,1126,KKD,FLAT,NO," 50,67,000.00 "
2,1062,HYD,FLAT,NO," 63,72,000.00 "
2,1007,GNT,INDP,FULLY," 50,55,140.00 "
2,1026,GNT,INDP,PARTIAL," 51,40,260.00 "
2,1201,KKD,FLAT,NO," 54,04,500.00 "
2,1277,HYD,FLAT,NO," 76,62,000.00 "
2,1076,TPT,FLAT,FULLY," 60,47,120.00 "
2,1083,GNT,INDP,PARTIAL," 54,25,830.00 "
2,1126,TPT,INDP,NO," 63,05,600.00 "
2,1132,HYD,FLAT,NO," 67,92,000.00 "
2,1224,HYD,FLAT,NO," 73,44,000.00 "
2,1198,GNT,INDP,FULLY," 60,13,960.00 "
2,1008,GNT,INDP,PARTIAL," 50,50,080.00 "
2,1057,VIJ,FLAT,NO," 57,07,800.00 "
2,1283,HYD,FLAT,NO," 76,98,000.00 "
2,1168,HYD,FLAT,FULLY," 70,31,360.00 "
2,1019,GNT,INDP,PARTIAL," 51,05,190.00 "
2,1189,GNT,INDP,NO," 59,45,000.00 "
2,1214,KKD,FLAT,NO," 54,63,000.00 "
2,1239,HYD,FLAT,NO," 74,34,000.00 "
2,1163,GNT,INDP,FULLY," 58,38,260.00 "
2,1136,GNT,INDP,PARTIAL," 56,91,360.00 "
2,1077,KKD,FLAT,NO," 48,46,500.00 "
2,1060,HYD,FLAT,NO," 63,60,000.00 "
2,1201,TPT,FLAT,FULLY," 67,49,620.00 "
2,1082,GNT,INDP,PARTIAL," 54,20,820.00 "
2,1288,TPT,INDP,NO," 72,12,800.00 "
2,1155,HYD,FLAT,NO," 69,30,000.00 "
2,1140,HYD,FLAT,NO," 68,40,000.00 "
2,1262,GNT,INDP,FULLY," 63,35,240.00 "
2,1041,GNT,INDP,PARTIAL," 52,15,410.00 "
2,1006,VIJ,FLAT,NO," 54,32,400.00 "
2,1140,HYD,FLAT,NO," 68,40,000.00 "
2,1152,HYD,FLAT,FULLY," 69,35,040.00 "
2,1223,GNT,INDP,PARTIAL," 61,27,230.00 "
2,1114,GNT,INDP,NO," 55,70,000.00 "
2,1271,KKD,FLAT,NO," 57,19,500.00 "
2,1133,HYD,FLAT,NO," 67,98,000.00 "
2,1262,GNT,INDP,FULLY," 63,35,240.00 "
2,1154,GNT,INDP,PARTIAL," 57,81,540.00 "
2,1257,KKD,FLAT,NO," 56,56,500.00 "
2,1115,HYD,FLAT,NO," 66,90,000.00 "
2,1300,TPT,FLAT,FULLY," 73,06,000.00 "
2,1016,GNT,INDP,PARTIAL," 50,90,160.00 "
2,1133,TPT,INDP,NO," 63,44,800.00 "
2,1224,HYD,FLAT,NO," 73,44,000.00 "
2,1055,HYD,FLAT,NO," 63,30,000.00 "
2,1230,GNT,INDP,FULLY," 61,74,600.00 "
2,1258,GNT,INDP,PARTIAL," 63,02,580.00 "
2,1214,VIJ,FLAT,NO," 65,55,600.00 "
2,1296,HYD,FLAT,NO," 77,76,000.00 "
2,1243,HYD,FLAT,FULLY," 74,82,860.00 "
2,1119,GNT,INDP,PARTIAL," 56,06,190.00 "
2,1295,GNT,INDP,NO," 64,75,000.00 "
2,1225,KKD,FLAT,NO," 55,12,500.00 "
2,1027,HYD,FLAT,NO," 61,62,000.00 "
2,1077,GNT,INDP,FULLY," 54,06,540.00 "
2,1290,GNT,INDP,PARTIAL," 64,62,900.00 "
2,1006,KKD,FLAT,NO," 45,27,000.00 "
2,1203,HYD,FLAT,NO," 72,18,000.00 "
2,1226,TPT,FLAT,FULLY," 68,90,120.00 "
2,1094,GNT,INDP,PARTIAL," 54,80,940.00 "
2,1237,TPT,INDP,NO," 69,27,200.00 "
2,1062,HYD,FLAT,NO," 63,72,000.00 "
2,1114,HYD,FLAT,NO," 66,84,000.00 "
2,1202,GNT,INDP,FULLY," 60,34,040.00 "
2,1109,GNT,INDP,PARTIAL," 55,56,090.00 "
2,1220,VIJ,FLAT,NO," 65,88,000.00 "
2,1225,HYD,FLAT,NO," 73,50,000.00 "
2,1210,HYD,FLAT,FULLY," 72,84,200.00 "
2,1093,GNT,INDP,PARTIAL," 54,75,930.00 "
2,1120,GNT,INDP,NO," 56,00,000.00 "
2,1275,KKD,FLAT,NO," 57,37,500.00 "
2,1268,HYD,FLAT,NO," 76,08,000.00 "
2,1011,GNT,INDP,FULLY," 50,75,220.00 "
2,1060,GNT,INDP,PARTIAL," 53,10,600.00 "
2,1245,KKD,FLAT,NO," 56,02,500.00 "
2,1115,HYD,FLAT,NO," 66,90,000.00 "
2,1262,TPT,FLAT,FULLY," 70,92,440.00 "
2,1139,GNT,INDP,PARTIAL," 57,06,390.00 "
2,1112,TPT,INDP,NO," 62,27,200.00 "
2,1059,HYD,FLAT,NO," 63,54,000.00 "
2,1101,HYD,FLAT,NO," 66,06,000.00 "
2,1220,GNT,INDP,FULLY," 61,24,400.00 "
2,1295,GNT,INDP,PARTIAL," 64,87,950.00 "
2,1027,VIJ,FLAT,NO," 55,45,800.00 "
2,1269,HYD,FLAT,NO," 76,14,000.00 "
2,1234,HYD,FLAT,FULLY," 74,28,680.00 "
2,1137,GNT,INDP,PARTIAL," 56,96,370.00 "
2,1067,GNT,INDP,NO," 53,35,000.00 "
2,1166,KKD,FLAT,NO," 52,47,000.00 "
2,1114,HYD,FLAT,NO," 66,84,000.00 "
2,1016,GNT,INDP,FULLY," 51,00,320.00 "
2,1024,GNT,INDP,PARTIAL," 51,30,240.00 "
2,1235,KKD,FLAT,NO," 55,57,500.00 "
2,1052,HYD,FLAT,NO," 63,12,000.00 "
2,1101,TPT,FLAT,FULLY," 61,87,620.00 "
2,1199,GNT,INDP,PARTIAL," 60,06,990.00 "
2,1169,TPT,INDP,NO," 65,46,400.00 "
2,1154,HYD,FLAT,NO," 69,24,000.00 "
2,1295,HYD,FLAT,NO," 77,70,000.00 "
2,1170,GNT,INDP,FULLY," 58,73,400.00 "
2,1248,GNT,INDP,PARTIAL," 62,52,480.00 "
2,1238,VIJ,FLAT,NO," 66,85,200.00 "
2,1165,HYD,FLAT,NO," 69,90,000.00 "
2,1124,HYD,FLAT,FULLY," 67,66,480.00 "
2,1035,GNT,INDP,PARTIAL," 51,85,350.00 "
2,1288,GNT,INDP,NO," 64,40,000.00 "
2,1282,KKD,FLAT,NO," 57,69,000.00 "
2,1215,HYD,FLAT,NO," 72,90,000.00 "
2,1227,GNT,INDP,FULLY," 61,59,540.00 "
2,1093,GNT,INDP,PARTIAL," 54,75,930.00 "
2,1244,KKD,FLAT,NO," 55,98,000.00 "
2,1095,HYD,FLAT,NO," 65,70,000.00 "
2,1024,TPT,FLAT,FULLY," 57,54,880.00 "
2,1025,GNT,INDP,PARTIAL," 51,35,250.00 "
2,1020,TPT,INDP,NO," 57,12,000.00 "
2,1276,HYD,FLAT,NO," 76,56,000.00 "
2,1037,HYD,FLAT,NO," 62,22,000.00 "
2,1137,GNT,INDP,FULLY," 57,07,740.00 "
2,1219,GNT,INDP,PARTIAL," 61,07,190.00 "
2,1094,VIJ,FLAT,NO," 59,07,600.00 "
2,1034,HYD,FLAT,NO," 62,04,000.00 "
2,1143,HYD,FLAT,FULLY," 68,80,860.00 "
2,1101,GNT,INDP,PARTIAL," 55,16,010.00 "
2,1227,GNT,INDP,NO," 61,35,000.00 "
2,1055,KKD,FLAT,NO," 47,47,500.00 "
2,1125,HYD,FLAT,NO," 67,50,000.00 "
2,1221,GNT,INDP,FULLY," 61,29,420.00 "
2,1206,GNT,INDP,PARTIAL," 60,42,060.00 "
2,1150,KKD,FLAT,NO," 51,75,000.00 "
2,1091,HYD,FLAT,NO," 65,46,000.00 "
2,1262,TPT,FLAT,FULLY," 70,92,440.00 "
2,1084,GNT,INDP,PARTIAL," 54,30,840.00 "
2,1299,TPT,INDP,NO," 72,74,400.00 "
2,1093,HYD,FLAT,NO," 65,58,000.00 "
2,1244,HYD,FLAT,NO," 74,64,000.00 "
2,1271,GNT,INDP,FULLY," 63,80,420.00 "
2,1018,GNT,INDP,PARTIAL," 51,00,180.00 "
2,1053,VIJ,FLAT,NO," 56,86,200.00 "
2,1071,HYD,FLAT,NO," 64,26,000.00 "
2,1058,HYD,FLAT,FULLY," 63,69,160.00 "
2,1128,GNT,INDP,PARTIAL," 56,51,280.00 "
2,1093,GNT,INDP,NO," 54,65,000.00 "
2,1223,KKD,FLAT,NO," 55,03,500.00 "
2,1102,HYD,FLAT,NO," 66,12,000.00 "
2,1007,GNT,INDP,FULLY," 50,55,140.00 "
2,1229,GNT,INDP,PARTIAL," 61,57,290.00 "
2,1230,KKD,FLAT,NO," 55,35,000.00 "
2,1181,HYD,FLAT,NO," 70,86,000.00 "
2,1244,TPT,FLAT,FULLY," 69,91,280.00 "
2,1180,GNT,INDP,PARTIAL," 59,11,800.00 "
2,1097,TPT,INDP,NO," 61,43,200.00 "
2,1121,HYD,FLAT,NO," 67,26,000.00 "
2,1128,HYD,FLAT,NO," 67,68,000.00 "
2,1147,GNT,INDP,FULLY," 57,57,940.00 "
2,1257,GNT,INDP,PARTIAL," 62,97,570.00 "
2,1106,VIJ,FLAT,NO," 59,72,400.00 "
2,1131,HYD,FLAT,NO," 67,86,000.00 "
2,1286,HYD,FLAT,FULLY," 77,41,720.00 "
2,1216,GNT,INDP,PARTIAL," 60,92,160.00 "
2,1152,GNT,INDP,NO," 57,60,000.00 "
2,1140,KKD,FLAT,NO," 51,30,000.00 "
2,1198,HYD,FLAT,NO," 71,88,000.00 "
2,1138,GNT,INDP,FULLY," 57,12,760.00 "
2,1179,GNT,INDP,PARTIAL," 59,06,790.00 "
2,1255,KKD,FLAT,NO," 56,47,500.00 "
2,1042,HYD,FLAT,NO," 62,52,000.00 "
2,1035,TPT,FLAT,FULLY," 58,16,700.00 "
2,1003,GNT,INDP,PARTIAL," 50,25,030.00 "
2,1111,TPT,INDP,NO," 62,21,600.00 "
2,1252,HYD,FLAT,NO," 75,12,000.00 "
2,1026,HYD,FLAT,NO," 61,56,000.00 "
2,1039,GNT,INDP,FULLY," 52,15,780.00 "
2,1258,GNT,INDP,PARTIAL," 63,02,580.00 "
2,1297,VIJ,FLAT,NO," 70,03,800.00 "
2,1166,HYD,FLAT,NO," 69,96,000.00 "
2,1240,HYD,FLAT,FULLY," 74,64,800.00 "
2,1055,GNT,INDP,PARTIAL," 52,85,550.00 "
2,1300,GNT,INDP,NO," 65,00,000.00 "
2,1043,KKD,FLAT,NO," 46,93,500.00 "
2,1237,HYD,FLAT,NO," 74,22,000.00 "
2,1110,GNT,INDP,FULLY," 55,72,200.00 "
2,1219,GNT,INDP,PARTIAL," 61,07,190.00 "
2,1177,KKD,FLAT,NO," 52,96,500.00 "
2,1215,HYD,FLAT,NO," 72,90,000.00 "
2,1143,TPT,FLAT,FULLY," 64,23,660.00 "
2,1001,GNT,INDP,PARTIAL," 50,15,010.00 "
2,1119,TPT,INDP,NO," 62,66,400.00 "
2,1174,HYD,FLAT,NO," 70,44,000.00 "
2,1238,HYD,FLAT,NO," 74,28,000.00 "
2,1227,GNT,INDP,FULLY," 61,59,540.00 "
2,1178,GNT,INDP,PARTIAL," 59,01,780.00 "
2,1204,VIJ,FLAT,NO," 65,01,600.00 "
2,1061,HYD,FLAT,NO," 63,66,000.00 "
2,1123,HYD,FLAT,FULLY," 67,60,460.00 "
2,1233,GNT,INDP,PARTIAL," 61,77,330.00 "
2,1226,GNT,INDP,NO," 61,30,000.00 "
2,1065,KKD,FLAT,NO," 47,92,500.00 "
2,1175,HYD,FLAT,NO," 70,50,000.00 "
2,1230,GNT,INDP,FULLY," 61,74,600.00 "
2,1270,GNT,INDP,PARTIAL," 63,62,700.00 "
2,1298,KKD,FLAT,NO," 58,41,000.00 "
2,1244,HYD,FLAT,NO," 74,64,000.00 "
2,1242,TPT,FLAT,FULLY," 69,80,040.00 "
2,1092,GNT,INDP,PARTIAL," 54,70,920.00 "
2,1182,TPT,INDP,NO," 66,19,200.00 "
2,1287,HYD,FLAT,NO," 77,22,000.00 "
2,1115,HYD,FLAT,NO," 66,90,000.00 "
2,1264,GNT,INDP,FULLY," 63,45,280.00 "
2,1134,GNT,INDP,PARTIAL," 56,81,340.00 "
2,1194,VIJ,FLAT,NO," 64,47,600.00 "
2,1038,HYD,FLAT,NO," 62,28,000.00 "
2,1274,HYD,FLAT,FULLY," 76,69,480.00 "
2,1062,GNT,INDP,PARTIAL," 53,20,620.00 "
2,1132,GNT,INDP,NO," 56,60,000.00 "
2,1100,KKD,FLAT,NO," 49,50,000.00 "
2,1039,HYD,FLAT,NO," 62,34,000.00 "
2,1241,GNT,INDP,FULLY," 62,29,820.00 "
2,1232,GNT,INDP,PARTIAL," 61,72,320.00 "
2,1137,KKD,FLAT,NO," 51,16,500.00 "
2,1147,HYD,FLAT,NO," 68,82,000.00 "
2,1061,TPT,FLAT,FULLY," 59,62,820.00 "
2,1213,GNT,INDP,PARTIAL," 60,77,130.00 "
2,1208,TPT,INDP,NO," 67,64,800.00 "
2,1232,HYD,FLAT,NO," 73,92,000.00 "
2,1028,HYD,FLAT,NO," 61,68,000.00 "
2,1186,GNT,INDP,FULLY," 59,53,720.00 "
2,1049,GNT,INDP,PARTIAL," 52,55,490.00 "
2,1297,VIJ,FLAT,NO," 70,03,800.00 "
2,1152,HYD,FLAT,NO," 69,12,000.00 "
2,1136,HYD,FLAT,FULLY," 68,38,720.00 "
2,1067,GNT,INDP,PARTIAL," 53,45,670.00 "
2,1056,GNT,INDP,NO," 52,80,000.00 "
2,1044,KKD,FLAT,NO," 46,98,000.00 "
2,1201,HYD,FLAT,NO," 72,06,000.00 "
2,1109,GNT,INDP,FULLY," 55,67,180.00 "
2,1124,GNT,INDP,PARTIAL," 56,31,240.00 "
2,1216,KKD,FLAT,NO," 54,72,000.00 "
2,1069,HYD,FLAT,NO," 64,14,000.00 "
2,1087,TPT,FLAT,FULLY," 61,08,940.00 "
2,1021,GNT,INDP,PARTIAL," 51,15,210.00 "
2,1285,TPT,INDP,NO," 71,96,000.00 "
